ad_number	applicability
2021-18-05	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent 1000-A2, Trent 1000-AE2, Trent 1000-C2, Trent 1000-CE2, Trent 1000-D2, Trent 1000- E2, Trent 1000-G2, Trent 1000-H2, Trent 1000-J2, Trent 1000-K2, and Trent 1000-L2 model turbofan engin
2021-19-10	This AD applies to International Aero Engines, LLC (IAE) PW1122G-JM, PW1124G1-JM, PW1124G-JM, PW1127G1-JM, PW1127GA-JM, PW1127G-JM, PW1129G-JM, PW1130G-JM, PW1133GA-JM, and PW1133G-JM model turbofan engines with an installed: (1) High-pressure turbine (HPT) 1st-stage disk, part number (P/ N) 30G6201
2021-18-01	This AD applies to B-N Group Ltd. Models BN-2, BN-2A, BN-2A-2, BN-2A-3, BN-2A-6, BN-2A-8, BN-2A-9, BN-2A-20, BN-2A-21, BN-2A-26, BN-2A-27, BN-2B-20, BN-2B-21, BN-2B-26, BN-2B-27, BN-2T, and BN-2T- 4R airplanes, all serial numbers, certificated in any category, with a rudder final drive rod part numb
2021-17-12	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) Trent 1000-A, Trent 1000-A2, Trent 1000-AE, Trent 1000-AE2, Trent 1000-C, Trent 1000-C2, Trent 1000-CE, Trent 1000-CE2, Trent 1000-D, Trent 1000-D2, Trent 1000-G, Trent 1000-G2, Trent 1
2021-17-05	This AD applies to Safran Helicopter Engines, S.A. (Type Certificate previously held by Turbomeca S.A.) Arrius 2B1, 2B1A, 2B2, and 2K1 model turboshaft engines.
2021-17-11	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) Trent XWB-75, Trent XWB-79, Trent XWB-79B, and Trent XWB-84 model turbofan engines with an installed intermediate-pressure compressor (IPC) rotor 1 (R1) blade, part number (P/N) KH21559 (affe
2021-16-08	This AD applies to: (1) CFM International, S.A. (CFM) CFM56-5B1, -5B2, -5B4, -5B5, - 5B6, -5B7, -5B1/P, -5B2/P, -5B3/P, -5B4/P, -5B5/P, -5B6/P, -5B7/P, - 5B8/P, -5B9/P, -5B3/P1, -5B4/P1, -5B1/2P, -5B2/2P, -5B3/2P, -5B4/2P, -5B6/2P, -5B9/2P, -5B3/2P1, -5B4/2P1, -7B20, -7B22, -7B24, -7B26, - 7B27, -7B
2021-17-09	This AD applies to Pratt & Whitney PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A model turbofan engines.
2021-15-10	This AD applies to GE Aviation Czech s.r.o. (GEAC) (Type Certificate previously held by WALTER Engines a.s., Walter a.s., and MOTORLET a.s.) H75-200, H80-100, and H80-200 model turboprop engines.
2021-15-05	This AD applies to General Electric Company (GE) GE90-110B1 and GE90-115B model turbofan engines.
2021-17-01	This AD applies to Austro Engine GmbH E4 and E4P model diesel piston engines.
2021-15-12	This AD applies to Pratt & Whitney Canada Corp. (P&WC) PW210A and PW210S model turboshaft engines.
2021-14-13	This AD applies to all Pratt & Whitney (PW) PW2037, PW2037M, PW2040, and F117-PW-100 model turbofan engines.
2021-14-11	This AD applies to General Electric Company (GE) CF6-80A, CF6- 80A1, CF6-80A2, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6- 80C2A5, CF6-80C2A5F, CF6-80C2A8, CF6-80C2B1, CF6-80C2B1F, CF6- 80C2B1F1, CF6-80C2B1F2, CF6-80C2B2, CF6-80C2B2F, CF6-80C2B3F, CF6- 80C2B4, CF6-80C2B4F, CF6-80C2B5F, CF6-80
2021-14-19	This AD applies to International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528-D5, V2530- A5, V2531-E5, and V2533-A5 model turbofan engines with an installed: (1) High-pressure turbine (HPT) 1st-stage disk, part number (P/ N) 2A5001, with a serial number (
2021-13-16	This AD applies to General Electric Company (GE) GEnx-2B67, GEnx-2B67/P, and GEnx-2B67B model turbofan engines with lower fuel manifold, part number (P/N) 2619M58G01, installed.
2021-14-03	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (Type Certificate previously held by BMW Rolls-Royce GmbH and BMW Rolls-Royce Aero Engines) (RRD) BR700-715A1-30, BR700-715B1-30, and BR700-715C1-30 model turbofan engines with high-pressure turbine (HPT) stage 1 blade, part number (P/N) BR
2021-13-08	This AD applies to Safran Helicopter Engines, S.A. (Type Certificate previously held by Turbomeca, S.A.) Arriel 2C and Arriel 2S1 model turboshaft engines.
2021-13-19	This AD replaces AD 2014-11-02, Amendment 39-17852 (79 FR 33050, June 10, 2014).
2021-15-01	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) Trent XWB-75, Trent XWB-79, Trent XWB-79B, Trent XWB-84, and Trent XWB-97 model turbofan engines.
2021-14-12	This AD applies to True Flight Holdings LLC Models AA-1, AA-1A, AA-1B, AA-1C, and AA-5 airplanes, all serial numbers, certificated in any category.
2021-14-02	This AD applies to Aircraft Industries a.s. Models L-420, L 410 UVP-E20, and L 410 UVP-E20 CARGO airplanes, all serial numbers, certificated in any category.
2021-13-03	This AD applies to Safran Helicopter Engines, S.A. (Type Certificate previously held by Turbomeca, S.A.) Arriel 2B, 2B1, 2C, 2C1, 2C2, 2S1 and 2S2 model turboshaft engines with a fuel filter pre-blockage pressure switch, part number 9 550 17 200 0, and serial number (S/N) 00001 to 12753, inclusive, 
2021-12-07	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) (Type Certificate previously held by Rolls-Royce Deutschland GmbH, formerly BMW Rolls-Royce GmbH) BR700-710A1-10, BR700-710A2-20 and BR700-710C4-11 model turbofan engines with a high-pressure turbine (HPT) stage 1 disk having a part number
2021-14-06	This AD applies to Pratt & Whitney (PW) PW1519G, PW1521G, PW1521G-3, PW1521GA, PW1524G, PW1524G-3, PW1525G, PW1525G-3, PW1919G, PW1921G, PW1922G, PW1923G, and PW1923G-A model turbofan engines.
2021-11-51	This AD applies to International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2527-A5, V2527E-A5, V2527M-A5, V2530-A5, and V2533-A5 model turbofan engines with: (1) A high-pressure turbine (HPT) 1st-stage disk, part number (P/N) 2A5001, with serial number (S/N), PKLBR34908, PKLBR59989, PKLBR83471, PKL
2021-11-07	This AD applies to: (1) General Electric Company (GE) GEnx-1B64, GEnx-1B64/P1, GEnx- 1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx- 1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/ P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx-1B76A/P2 
2021-13-07	This AD applies to GE Aviation Czech s.r.o. (GEAC) M601D-11, M601E-11, M601E-11A, M601E-11AS, M601E-11S, and M601F model turboprop engines.
2021-12-06	None.
2021-12-01	This AD applies to Engine Alliance (EA) GP7270 and GP7277 model turbofan engines with low-pressure compressor (LPC) 1st-stage fan blades, part number (P/N) 5700531, 5702931, 5702931CL1, or 5702931CL2, installed.
2021-11-22	This AD replaces AD 2016-11-21, Amendment 39-18548 (81 FR 36137, June 6, 2016).
2021-11-21	This AD applies to CFM International, S.A. (CFM) LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP- 1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A model turbofan engines, with a high-pressure turbine (HPT) case, part number (P/N) 2668M94G01
2021-11-16	This AD applies to Piper Aircraft, Inc. Models PA-36-285, PA-36- 300, and PA-36-375 airplanes, certificated in any category.
2021-11-13	This AD is effective July 15, 2021.
2021-11-15	This AD applies to International Aero Engines AG (IAE) V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528-D5, V2530- A5, V2531-E5, and V2533-A5 model turbofan engines with an installed: (1) High-pressure turbine (HPT) 1st-stage disk, part number (P/ N) 2A5001, with a serial number (
2021-11-02	This AD applies to the MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (6) of this AD, certificated in any category, all manufacturer serial numbers. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. (2) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airp
2021-11-02	This AD applies to the MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (6) of this AD, certificated in any category, all manufacturer serial numbers. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. (2) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airp
2021-11-02	This AD applies to the MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (6) of this AD, certificated in any category, all manufacturer serial numbers. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. (2) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airp
2021-11-02	This AD applies to the MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (6) of this AD, certificated in any category, all manufacturer serial numbers. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. (2) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airp
2021-11-02	This AD applies to the MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (6) of this AD, certificated in any category, all manufacturer serial numbers. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. (2) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airp
2021-11-02	This AD applies to the MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) through (6) of this AD, certificated in any category, all manufacturer serial numbers. (1) Model CL-600-2B19 (Regional Jet Series 100 & 440) airplanes. (2) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airp
2021-10-09	(1) This AD applies to all CFM International, S.A. (CFM) CFM56- 5B1, -5B1/2P, -5B1/3, -5B1/P, -5B2, -5B2/2P, -5B2/3, -5B2/P, -5B3/ 2P, -5B3/2P1, -5B3/3, -5B3/3B1, -5B3/P, -5B3/P1, -5B4, -5B4/2P, - 5B4/2P1, -5B4/3, -5B4/3B1, -5B4/P, -5B4/P1, -5B5, -5B5/3, -5B5/P, - 5B6, -5B6/2P, -5B6/3, -5B6/P, -5B7,
2021-08-02	This AD applies to all Safran Helicopter Engines, S.A. (Safran) (Type Certificate previously held by Turbomeca, S.A.) Arriel 2D and Arriel 2E model turboshaft engines.
2021-10-27	This AD applies to all BAE Systems (Operations) Limited airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Model BAe 146-100A, -200A, and -300A airplanes. (2) Model Avro 146-RJ70A, 146-RJ85A, and 146-RJ100A airplanes.
2021-10-27	This AD applies to all BAE Systems (Operations) Limited airplanes specified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Model BAe 146-100A, -200A, and -300A airplanes. (2) Model Avro 146-RJ70A, 146-RJ85A, and 146-RJ100A airplanes.
2021-10-06	This AD applies to CFM International S.A. (CFM) LEAP-1B21, - 1B23, -1B25, -1B27, -1B28, -1B28B1, -1B28B2, -1B28B3, -1B28B2C, - 1B28BBJ1, and -1B28BBJ2 model turbofan engines with a pressure sub- system (PSS) unit with a serial number (S/N) listed in Additional Information, Paragraph 6.A. Table 1 of 
2021-09-05	This AD replaces AD 2016-08-20, Amendment 39-18497 (81 FR 26103, May 2, 2016).
2021-09-04	This AD applies to all Austro Engine GmbH E4 and E4P model diesel piston engines.
2021-09-09	This AD applies to Uninsured United Parachute Technologies, LLC Vector 3 SE parachute containers approved under Technical Standard Order C23b, part number Vector SE, with a date of manufacture after April 30, 2013, and before February 1, 2021, in any of the following sizes: V3SE-360-1, V3SE-360-2, V
2021-09-10	This AD applies to all Pratt & Whitney (PW) JT9D-3A, JT9D-7, JT9D-7A, JT9D-7AH, JT9D-7F, JT9D-7H, JT9D-7J, JT9D-7Q, JT9D-7Q3, JT9D-7R4D, JT9D-7R4D1, JT9D-7R4E, JT9D-7R4E1, JT9D-7R4E4, JT9D- 7R4G2, JT9D-7R4H1, JT9D-20, JT9D-20J, JT9D-59A, and JT9D-70A (JT9D) model turbofan engines.
2021-08-01	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) RB211 Trent 768-60, RB211 Trent 772-60, and RB211 Trent 772B-60 model turbofan engines equipped with: (1) Low-pressure compressor (LPC) blade, with part number (P/N) FW23741 or P/N KH23403, a
2021-08-15	This AD applies to Garmin International GMN-00962 GTS processor units, part number 011-02571-0( ), with software version 3.13 or earlier, except software version 3.12.1, installed on airplanes certificated in any category. These units are marketed as the GTS 825, GTS 855, or GTS 8000.
2021-08-07	This AD applies to Rockwell Collins, Inc. GPS-4000S Global Positioning System (GPS) part number (P/N) 822-2189-100 installed on airplanes, certificated in any category.
2021-07-10	This AD applies to MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airplanes and Model CL-600-2C11 (Regional Jet Series 550) airplanes having serial numbers (S/Ns) 10082, 10135,
2021-07-10	This AD applies to MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airplanes and Model CL-600-2C11 (Regional Jet Series 550) airplanes having serial numbers (S/Ns) 10082, 10135,
2021-07-10	This AD applies to MHI RJ Aviation ULC airplanes identified in paragraphs (c)(1) and (2) of this AD, certificated in any category. (1) Model CL-600-2C10 (Regional Jet Series 700, 701 & 702) airplanes and Model CL-600-2C11 (Regional Jet Series 550) airplanes having serial numbers (S/Ns) 10082, 10135,
2021-07-13	This AD becomes effective May 11, 2021.
2021-07-11	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate previously held by Rolls-Royce plc) (RRD) Trent 1000-A2, 1000-AE2, 1000-C2, 1000-CE2, 1000-D2, 1000-E2, 1000-G2, 1000-H2, 1000-J2, 1000-K2, and 1000-L2 model turbofan engines with a low- pressure turbine (LPT) stage 3 disk with
2021-05-16	This AD applies to Pratt & Whitney Division (PW) PW4164, PW4164- 1D, PW4168, PW4168-1D, PW4168A, PW4168A-1D, and PW4170 model turbofan engines with low-pressure turbine (LPT) 4th-stage air sealing ring segment assemblies, part number (P/N) 50N463-01 or P/N 50N526-01, installed.
2021-07-15	This AD replaces AD 82-20-05, Amendment 39-4466 (47 FR 43018, September 30, 1982).
2021-05-21	This AD replaces AD 2017-23-08, Amendment 39-19102; (82 FR 55752, November 24, 2017) (AD 2017-23-08).
2021-06-05	This AD replaces AD 2017-07-08, Amendment 39-18846 (82 FR 16895, April 7, 2017).
2021-07-08	This AD replaces AD 97-26-02, Amendment 39-10245 (62 FR 65749, December 16, 1997).
2021-05-14	This AD applies to Air Tractor, Inc., (Air Tractor), Models AT- 250, AT-300, AT-301, AT-302, AT-400, AT-400A, AT-401, AT-401A, AT- 401B, AT402, AT-402A, AT-402B, AT-501, AT-502, AT-502A, AT-502B, AT- 503, AT-503A, AT-504, AT-602, AT-802, and AT-802A airplanes, all serial numbers, certificated in any
2021-05-18	This AD applies to all International Aero Engines AG (IAE) V2500-A1, V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M- A5, V2528-D5, V2530-A5, V2531-E5, and V2533-A5 model turbofan engines.
2021-05-06	This AD becomes effective April 19, 2021.
2021-05-04	This AD becomes effective April 16, 2021.
2021-04-01	None.
2021-02-11	This AD becomes effective April 15, 2021.
2021-05-08	This AD applies to all Safran Helicopter Engines, S.A. (Type Certificate previously held by Turbomeca, S.A.) Arriel 2C, 2C1, 2S1, and 2S2 model turboshaft engines.
2021-05-51	This AD applies to Pratt & Whitney Division (PW) PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3 model turbofan engines, with a 1st-stage low-pressure compressor (LPC) blade, with part number 52A241, 55A801, 55A801-001, 55A901, 55A901- 001, 56A201, 56A201-001, or 56A221, installed.
2021-04-12	This AD is effective April 12, 2021.
2021-05-22	This AD applies to Safran Helicopter Engines (Type Certificate previously held by Turbomeca, S.A.): (1) Arriel 1B, Arriel 1C, Arriel 1C2, and Arriel 1D1 model turboshaft engines with a Stage 2 HPT disk part number (P/N) 0292250400 and serial number (S/N) J915AD, J918AD, J919AD, J921AD, J923AD, J924A
2021-03-15	This AD replaces AD 2020-13-02, Amendment 39-21147 (85 FR 37551, June 23, 2020) (AD 2020-13-02).
2021-03-07	This AD becomes effective April 1, 2021.
2021-02-03	This AD becomes effective April 1, 2021.
2021-04-08	This AD becomes effective April 1, 2021.
2021-03-02	This AD applies to General Electric Company (GE) CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A5F, CF6-80C2A8, CF6- 80C2B1, CF6-80C2B1F, CF6-80C2B2, CF6-80C2B2F, CF6-80C2B4, CF6- 80C2B4F, CF6-80C2B5F, CF6-80C2B6, CF6-80C2B6F, CF6-80C2B6FA, CF6- 80C2B7F, CF6-80C2B8F, and CF6-80C2D1F model 
2021-03-09	This AD applies to all The Boeing Company 727, 727C, 727-100, 727-100C, 727-200, and 727-200F series airplanes, certificated in any category.
2021-02-07	This AD applies to all General Electric Company (GE) GEnx-1B64, -1B64/P1, -1B64/P2, -1B67, -1B67/P1, -1B67/P2, -1B70, -1B70/75/P1, - 1B70/75/P2, -1B70/P1, -1B70/P2, -1B70C/P1, -1B70C/P2, -1B74/75/P1, - 1B74/75/P2, -1B76/P2, and -1B76A/P2 model turbofan engines.
2021-03-04	This AD becomes effective March 29, 2021.
2021-03-16	None.
2020-26-16	This AD applies to Piper Aircraft, Inc. (Piper) airplanes, certificated in any category, with a model and serial number shown in table 1 to paragraph (c) of this AD, and that meet at least one of the criteria in paragraphs (c)(1), (2), or (3) of this AD. Note 1 to the introductory text of paragraph 
2021-01-03	This AD applies to International Aero Engines AG (IAE) V2500-A1, V2522-A5, V2524-A5, V2525-D5, V2527-A5, V2527E-A5, V2527M-A5, V2528- D5, V2530-A5, V2531-E5, and V2533-A5 model turbofan engines with an installed: (1) High-pressure turbine (HPT) 1st-stage disk, part number (P/ N) 2A5001, with a seria
2020-26-14	This AD applies to all Mitsubishi Heavy Industries, Ltd. (Mitsubishi) Models MU-2B, MU-2B-10, MU-2B-15, MU-2B-20, MU-2B-25, MU-2B-26, MU-2B-26A, MU-2B-30, MU-2B-35, MU-2B-36, MU-2B-36A, MU-2B- 40, and MU-2B-60 airplanes, certificated in any category.
2020-25-13	This AD applies to CFM International, S.A. (CFM) LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP- 1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, LEAP-1A35A model turbofan engines with a high-pressure turbine (HPT) stage 2 disk, part number (P/N) 2466M52
2020-24-08	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (Type Certificate Previously Held by Rolls-Royce plc) (RRD) RB211 Trent 768-60, 772-60, 772B-60, and 772C-60 model turbofan engines with an engine serial number (ESN) identified in Table 1 or Table 2 of Appendix 1 of Rolls-Royce (RR) RB211 Trent
2020-25-10	(1) This AD applies to all General Electric Company (GE) GEnx- 1B64/P2, GEnx-1B67/P2, GEnx-1B70/75/P2, GEnx-1B70/P2, GEnx-1B70C/P2, GEnx-1B74/75/P2, GEnx-1B76/P2, and GEnx-1B76A/P2 model turbofan engines that have a high-pressure turbine (HPT) rotor stage 2 disk, part number (P/N) 2383M86P02, and a 
2020-26-06	This AD applies to Technify Motors GmbH (Type Certificate previously held by Thielert Aircraft Engines GmbH) TAE 125-02-99 and TAE 125-02-114 model reciprocating engines with engine serial number (S/N) 02-02-02793, 02-02-11120, 02-02-11424, 02-02-11425, 02-02- 11426, 02-02-11494, 02-02-11497, 02-02-
2020-25-09	This AD applies to all Pratt & Whitney Division (PW) PW4164, PW4164-1D, PW4168, PW4168-1D, PW4168A, PW4168A-1D, and PW4170 model turbofan engines that have 3rd stage low-pressure turbine (LPT) duct segments, part number (P/N) 50N434-01 or P/N 50N450-01 installed, and have the Talon IIB outer combust
2020-24-07	This AD replaces AD 2018-26-02, Amendment 39-19532 (83 FR 66093, December 26, 2018).
2020-25-01	This AD applies to the Textron Aviation Inc., (Textron) (type certificate previously held by Beechcraft Corporation) airplanes, certificated in any category, identified in table 1 to paragraph (c) of this AD: [GRAPHIC] [TIFF OMITTED] TR07DE20.006
2020-25-05	This AD applies to all Hoffmann GmbH & Co. KG (Hoffmann) model HO-V 72 propellers.
2020-25-04	This AD applies to all Rolls-Royce Deutschland Ltd. & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) RB211- Trent 875-17, RB211-Trent 877-17, RB211-Trent 884-17, RB211-Trent 884B-17, RB211-Trent 892-17, RB211-Trent 892B-17, and RB211-Trent 895-17 model turbofan engines.
2020-24-03	This AD becomes effective December 16, 2020.
2020-23-03	This AD replaces AD 2017-09-05, Amendment 39-18867 (82 FR 21913, May 11, 2017).
2020-24-05	This AD applies to the following Piper Aircraft, Inc. model airplanes that are certificated in any category: [GRAPHIC] [TIFF OMITTED] TR23NO20.002
2020-24-06	This AD applies to Textron Aviation, Inc. (type certificate previously held by Cessna Aircraft Company) Models 525, 525A, and 525B airplanes, certificated in any category, with Tamarack active load alleviation system (ATLAS) winglets installed in accordance with Supplemental Type Certificate SA03842
2020-23-05	This AD replaces AD 2018-08-01, Amendment 39-19254 (83 FR 17617, April 23, 2018).
2020-23-06	This AD becomes effective December 24, 2020.
2020-23-07	This AD becomes effective December 4, 2020.
2020-23-08	This AD applies to Rolls-Royce Deutschland Ltd & Co KG (RRD) Tay 611-8C model turbofan engines, with low-pressure compressor (LPC) rotor blades, part number (P/N) JR58319, installed.
2020-22-18	This AD applies to all Rolls-Royce Corporation (RRC) (Type Certificate previously held by Allison Engine Company) AE 2100A, AE 2100D2, AE 2100D2A, and AE 2100P model turboprop engines.
2020-23-01	This AD applies to all GE Aviation Czech s.r.o. (GEAC) M601D-11, M601E-11, M601E-11A, M601E-11AS, M601E-11S, M601F, H75-200, H80-100, H80-200, and H85-200 model turboprop engines, with a fuel control unit (FCU) part number (P/N) and serial number (S/N) listed in Appendix 1--Affected Parts of GE Avia
2020-22-20	This AD becomes effective December 14, 2020.
2020-20-08	This AD becomes effective December 11, 2020.
2020-22-14	This AD applies to all Austro Engine GmbH model E4 and E4P diesel piston engines.
2020-21-23	This AD applies to Pilatus Aircraft Ltd. Models PC-12, PC-12/45, PC-12/47, and PC-12/47E airplanes, all serial numbers, certificated in any category, with a horizontal stabilizer rear attachment bolt part number (P/N) 555.10.12.139 marked with production order number FAUF 10169753, FAUF 10171067, or
2020-21-22	This AD applies to Textron Aviation Inc. (type certificate previously held by Cessna Aircraft Company) Models 180, 180A, 180B, 180C, 180D, 180E, 180F, 180G, 180H, 180J, 180K, 182, 182A, 182B, 182C, 182D, 185, 185A, 185B, 185C, 185D, 185E, A185E, and A185F airplanes, all serial numbers, certificated 
2020-21-15	This AD becomes effective December 7, 2020.
2020-22-02	This AD applies to all General Electric Company (GE) CF6- 80C2A5F, -80C2B1F, -80C2B2F, -80C2B4F, -80C2B5F, -80C2B6F, - 80C2B6FA, -80C2B7F, -80C2B8F, -80C2D1F, -80C2K1F, -80C2L1F, -80E1A2, -80E1A3, -80E1A4, and -80E1A4/B model turbofan engines with a hydromechanical unit (HMU) with a part number (P/N
2020-22-19	This AD becomes effective December 3, 2020.
2020-21-21	This AD becomes effective November 24, 2020.
2020-21-13	This AD applies to General Electric Company GE90-110B1 and GE90- 115B model turbofan engines with: (1) A high-pressure turbine (HPT) rotor stage 2 disk, part number (P/N) 2505M73P03, and serial number (S/N) TMT1BA38 or TMT1BA41, installed; or (2) A rotating compressor discharge pressure (CDP) HPT se
2020-20-17	This AD applies to all General Electric Company GE90-110B1 and GE90-115B model turbofan engines.
2020-20-14	This AD becomes effective October 23, 2020.
2020-21-01	This AD becomes effective November 12, 2020.
2020-18-01	This AD applies to the following Textron Aviation Inc. (type certificate previously held by Cessna Aircraft Company) model airplanes, certificated in any category: BILLING CODE 4910-13-P  [GRAPHIC] [TIFF OMITTED] TR07OC20.000  [GRAPHIC] [TIFF OMITTED] TR07OC20.001  BILLING CODE 4910-13-C
2020-20-13	This AD applies to General Electric Company (GE) CF6-80A, CF6- 80A1, CF6-80A2, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6- 80C2A5, CF6-80C2A5F, CF6-80C2A8, CF6-80C2B1, CF6-80C2B1F, CF6- 80C2B2, CF6-80C2B2F, CF6-80C2B4, CF6-80C2B4F, CF6-80C2B5F, CF6- 80C2B6, CF6-80C2B6F, CF6-80C2B6FA, CF6-80C2
2020-20-07	This AD applies to all: (1) Rolls-Royce Deutschland Ltd & Co KG (RRD) (Type Certificate previously held by Rolls-Royce plc) Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000-H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 100
2020-18-11	This AD defines the unsafe condition as the presence of sealant on a sliding door (door). This condition could result in the door failing to jettison, preventing helicopter occupants from exiting the helicopter during an emergency.
2020-20-12	This AD applies to General Electric Company GEnx-1B64, -1B64/P1, -1B64/P2, -1B67, -1B67/P1, -1B67P2, -1B70, -1B70/75/P1, -1B70/75/P2, -1B70/P1, -1B70/P2, -1B70C/P1, -1B70C/P2, -1B74/75/P1, -1B74/75/P2, -1B76/P2, and -1B76A/P2 model turbofan engines.
2020-20-11	This AD applies to all General Electric Company (GE) GEnx-1B64/ P2, -1B67/P2, -1B70/P2, -1B70C/P2, -1B70/75/P2, -1B74/75/P2, -1B76/ P2, -1B76A/P2, and GEnx-2B67/P model turbofan engines with: (1) a high-pressure turbine (HPT) rotor stage 2 disk, part number (P/N) 2383M86P02, having one of the follow
2020-19-06	This AD applies to the McCauley Propeller Systems (McCauley) governors specified in paragraph (c)(1) or (2) of this AD and installed on airplanes, certificated in any category. (1) Models listed in table 2 of McCauley Alert Service Bulletin No. ASB273C, dated January 30, 2019 (McCauley ASB273C) with
2020-20-03	This AD becomes effective November 3, 2020.
2020-20-02	This AD becomes effective November 3, 2020.
2020-20-04	This AD applies to all Rolls-Royce Corporation (RRC) AE 2100D3 model turboprop engines.
2020-20-06	This AD becomes effective October 30, 2020.
2020-18-20	This AD becomes effective October 28, 2020.
2020-19-05	This AD becomes effective October 8, 2020.
2020-19-02	This AD replaces AD 2000-22-19, Amendment 39-11967 (65 FR 68071, November 14, 2000) (``AD 2000-22-19'').
2020-19-11	This AD becomes effective October 27, 2020.
2020-19-07	This AD becomes effective October 27, 2020.
2020-18-09	This AD applies to all Honeywell International Inc. (Honeywell) ALF502L, ALF502L-2, ALF502L-2A, ALF502L-2C, ALF502L-3, ALF502R-3, ALF502R-3A, ALF502R-4, ALF502R-5, ALF502R-6, LF507-1F, and LF507-1H model turbofan engines.
2020-18-14	This AD applies to all General Electric Company (GE) GE90-110B1 and GE90-115B model turbofan engines with a high-pressure turbine (HPT) rotor stage 2 disk, part number 2505M73P03, and with a serial number listed in Appendix--A, Table 1, of GE GE90-100 Service Bulletin (SB) 72-0838, dated January 31,
